Count,Node1,Node2
274,17,26
18,598,493
15,268,394
22,583,593
324,40,62
66,25,6
62,25,20
32,600,604
485,209,180
16,412,509
24,624,618
2,32,67
2,381,374
15,237,214
12,380,374
10,268,252
4,626,521
13,380,329
19,140,79
440,9,29
13,173,182
12,585,586
162,514,509
14,349,245
30,617,618
30,619,620
32,234,205
66,377,329
39,396,405
13,380,328
9,291,371
16,46,53
411,9,0
6,401,395
186,514,402
35,234,235
41,234,176
1,379,266
8,291,396
31,600,586
420,9,28
7,515,414
8,444,510
6,400,292
5,515,412
348,28,9
365,303,394
432,53,43
394,53,70
9,268,253
13,400,346
2,605,626
13,140,80
7,435,448
3,154,111
2,605,521
3,401,392
25,600,594
63,25,19
7,397,267
246,11,12
76,433,461
213,11,1
35,583,613
6,159,233
26,378,395
406,53,44
162,441,509
185,514,441
19,237,213
8,257,255
18,181,304
1,263,267
3,436,434
17,619,624
8,515,511
7,443,477
4,445,431
21,45,53
16,140,209
7,398,396
331,62,40
323,43,180
13,229,83
11,490,421
9,436,448
9,435,437
19,624,617
5,173,235
10,469,470
5,257,250
504,209,239
4,413,509
378,303,180
33,615,594
7,516,413
7,159,153
257,12,11
4,379,270
159,441,514
32,396,394
7,159,214
7,291,314
337,303,252
13,585,594
634,29,28
395,44,70
20,584,594
28,618,617
69,377,328
6,42,53
338,26,6
14,237,231
229,12,1
2,230,81
296,40,66
338,26,18
56,374,328
4,206,373
2,607,591
2,443,510
457,209,179
6,490,517
48,233,178
18,618,624
6,173,205
87,433,509
47,378,391
29,617,624
188,27,43
3,57,35
26,618,615
416,180,43
6,545,564
3,491,438
74,231,210
277,17,6
341,302,179
381,70,53
3,606,577
14,585,567
4,545,546
227,10,6
9,413,516
13,349,351
24,233,150
68,231,134
65,377,410
11,421,509
470,394,302
53,235,194
11,245,349
14,245,364
22,617,616
33,304,252
356,43,27
21,304,394
346,28,29
8,91,127
5,436,437
10,469,489
10,469,467
2,397,391
1,290,294
9,421,490
7,443,444
3,381,343
327,26,1
5,236,125
2,610,612
5,55,34
4,69,74
174,27,6
4,51,74
5,397,310
4,42,181
481,394,303
50,48,47
280,66,40
27,233,177
81,433,489
3,215,91
9,257,393
3,154,159
7,56,53
1,69,53
10,245,348
96,373,348
2,513,432
65,375,259
15,616,617
224,10,8
11,229,84
1,381,341
402,70,44
11,399,294
2,230,82
52,210,240
7,510,436
9,42,67
3,56,52
420,70,10
218,611,621
7,516,412
54,210,165
6,545,579
2,215,112
1,78,106
2,610,594
34,396,261
8,349,348
1,41,62
9,412,516
367,28,0
19,584,613
2,491,439
4,56,35
3,445,444
49,374,348
5,166,236
3,229,230
28,304,181
4,215,127
5,181,42
2,254,250
1,31,32
50,375,406
90,373,403
30,378,393
2,166,235
3,69,51
2,574,573
357,43,53
2,491,511
187,441,302
27,624,620
6,166,91
7,301,399
7,400,294
10,412,511
273,17,8
71,231,136
6,398,370
1,263,264
8,435,434
8,249,405
8,294,377
1,605,611
5,74,51
335,302,394
8,398,371
1,476,489
391,180,209
10,516,509
2,230,229
15,181,209
219,12,29
404,44,17
2,401,264
1,404,380
9,399,359
43,235,228
21,584,558
2,523,524
1,254,257
618,29,0
2,254,393
1,263,391
1,147,210
10,399,301
157,594,569
1,404,348
190,10,17
13,294,295
3,236,226
9,493,509
21,593,613
410,6,20
162,20,6
7,604,594
187,509,442
4,67,53
20,214,233
156,252,394
3,521,577
47,329,374
6,79,80
5,182,235
18,586,594
173,20,1
200,509,441
33,620,613
18,593,583
17,205,176
34,329,377
14,405,396
74,328,410
8,371,396
52,395,264
339,402,239
29,176,234
3,266,378
16,586,585
2,414,412
395,6,26
6,292,400
322,402,302
11,604,603
48,253,394
8,346,348
3,626,611
25,620,615
4,80,140
4,448,434
3,111,233
4,521,626
1,392,256
336,402,394
146,594,579
20,19,6
12,267,391
34,461,433
433,1,11
1,392,264
41,613,584
16,604,600
159,20,26
45,613,558
10,79,140
12,213,229
13,255,394
15,434,466
18,205,235
19,511,433
3,477,510
3,431,513
5,83,84
452,6,1
667,29,9
28,19,20
7,448,466
11,267,261
12,437,466
2,470,481
7,250,255
417,239,70
5,346,400
23,593,488
374,180,303
25,19,24
3,153,111
4,270,301
2,414,515
12,214,231
13,586,600
4,314,396
15,405,249
58,328,374
3,182,173
412,239,209
498,1,29
155,594,611
13,214,237
13,81,209
197,509,514
264,66,54
169,18,8
72,328,377
1,591,590
6,510,435
398,179,239
4,517,499
20,178,214
41,620,597
24,205,234
28,391,267
38,329,410
7,35,53
515,394,402
26,615,597
13,391,378
2,564,579
1,438,491
56,210,231
4,153,233
6,577,534
404,239,179
6,567,585
42,461,460
3,546,545
9,493,598
6,351,349
12,150,233
57,134,136
55,410,377
28,194,209
4,111,90
17,176,235
8,364,356
8,616,618
159,252,253
9,35,58
4,567,586
7,213,226
5,127,91
64,489,463
6,467,469
5,448,432
64,489,433
21,176,205
12,178,112
127,252,303
16,343,348
10,80,209
4,125,107
41,395,394
4,83,223
1,612,610
5,182,184
8,74,49
4,310,396
40,374,329
3,414,511
50,47,48
13,177,233
2,546,563
8,91,235
19,393,395
32,461,501
1,612,611
395,179,44
146,348,406
1,314,316
12,432,466
20,405,394
30,395,255
33,259,394
203,8,18
9,84,223
1,341,374
63,253,252
17,82,209
9,35,56
7,371,370
46,240,210
10,84,82
4,67,42
3,52,58
114,621,514
50,165,240
3,67,32
44,240,165
6,364,245
188,579,594
7,112,234
4,106,125
22,391,395
46,165,211
23,261,396
6,470,489
119,348,403
402,44,53
29,343,406
9,177,176
62,489,499
13,267,396
8,371,398
2,439,438
2,314,291
17,127,146
2,577,611
189,579,611
3,111,214
8,79,209
5,125,106
66,406,343
5,80,79
102,403,373
13,393,378
8,294,399
53,235,209
4,351,352
3,573,525
2,310,266
11,511,416
2,439,491
2,467,489
6,91,166
128,348,373
22,261,394
17,437,434
24,343,374
4,83,82
45,613,594
237,8,17
56,136,231
84,373,488
2,370,398
3,270,398
26,264,261
13,434,432
5,364,348
404,179,209
195,611,579
219,8,10
7,51,50
64,134,231
8,51,49
32,259,375
459,1,12
9,150,104
11,213,127
5,250,257
6,444,443
13,432,437
16,511,412
14,177,234
12,434,437
6,477,444
5,359,300
4,431,445
10,437,432
1,591,607
2,470,469
33,228,194
31,558,594
57,253,304
1,524,523
49,134,225
18,178,233
2,467,487
54,136,225
5,351,348
1,392,395
9,393,257
9,150,177
26,261,264
4,564,576
4,567,600
5,301,377
29,264,395
194,579,599
48,569,611
8,295,294
3,226,213
23,558,613
170,18,26
101,442,303
4,577,521
18,615,620
55,410,378
27,264,394
25,228,209
117,442,509
304,302,402
5,603,600
1,256,391
12,558,584
18,466,433
3,513,431
11,84,209
27,194,235
21,466,492
17,228,235
2,481,471
12,255,250
35,488,373
11,24,1
4,301,270
7,249,407
52,569,594
254,54,66
16,466,511
1,590,591
22,499,494
25,597,615
66,410,328
18,597,594
197,611,568
1,534,611
20,255,395
17,460,433
2,603,604
57,136,134
109,442,599
1,90,111
4,356,364
4,24,6
8,58,35
3,226,125
30,463,489
3,295,377
3,510,432
2,107,125
4,223,84
1,184,194
4,49,74
2,563,546
15,501,514
4,603,594
84,406,348
1,316,396
6,370,371
10,82,84
6,49,51
2,32,53
30,463,465
1,356,358
5,112,215
38,211,165
3,184,235
107,403,348
75,406,375
5,370,396
2,438,439
3,626,622
10,24,19
7,146,127
2,352,348
1,525,529
1,32,31
8,416,509
24,597,620
6,359,399
6,416,418
41,488,593
32,194,228
2,352,351
4,50,51
6,49,50
57,569,579
5,104,75
31,488,489
1,184,185
35,499,433
11,82,81
3,300,359
1,607,594
2,359,306
1,525,573
39,225,136
1,487,482
40,225,81
8,432,434
2,576,564
45,240,211
3,534,577
140,599,442
8,127,213
234,11,29
4,249,394
197,18,29
3,356,348
5,521,611
10,492,433
7,492,466
1,471,472
5,223,82
7,250,394
3,90,167
3,407,249
118,621,568
1,591,594
11,494,499
9,494,433
2,438,466
112,568,621
161,599,579
5,125,235
4,492,511
108,568,611
1,546,579
3,104,233
12,465,463
1,358,364
3,106,107
37,165,210
21,463,433
6,494,464
2,622,543
1,529,573
1,31,53
97,621,611
2,418,511
2,418,419
1,471,479
10,50,35
2,75,104
7,146,91
1,185,235
22,81,225
3,444,477
1,306,359
1,524,577
1,482,489
2,564,545
3,104,150
3,50,58
33,211,240
4,223,209
1,445,510
1,472,489
3,167,111
94,568,441
10,501,441
19,499,489
2,576,579
4,58,50
1,416,511
38,211,99
2,295,269
3,107,235
4,464,494
1,543,544
17,81,82
1,573,529
15,465,500
2,419,416
7,501,461
1,479,489
3,58,53
1,306,399
1,525,577
1,517,490
46,225,134
20,99,211
2,269,399
1,517,489
1,544,543
1,529,577
5,500,463
2,407,394
17,460,519
3,75,150
1,543,579
3,146,166
5,500,489
1,543,622
4,226,229
11,519,461
2,112,178
1,487,489
2,418,416
8,465,433
17,99,209
1,622,626
2,534,521
14,460,461
2,407,405
2,107,106
2,300,398
1,477,439
1,622,579
1,439,510
1,106,235
6,519,460
1,270,379
1,379,246
1,246,310
5,500,465
1,464,433
