vi,vj,wall_id
1,3,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7
1,3,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6
1,4,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6
1,4,4919242b-a5c9-4fb2-b12f-261c478b6212-008f2639
1,4,0e761f51-42aa-4de6-ac42-ca0b3edd4be9-01303a7c
1,98,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb64a
1,98,86fab957-a5da-4c31-998a-3e9570e1f824-00869ab0
1,98,86fab957-a5da-4c31-998a-3e9570e1f824-00869aa3
1,98,86fab957-a5da-4c31-998a-3e9570e1f824-00869aaf
1,98,b07b4cef-2dc1-4d0d-a6c7-d230994314cc-00b89982
1,98,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b5
1,98,86fab957-a5da-4c31-998a-3e9570e1f824-00869b1d
1,98,86fab957-a5da-4c31-998a-3e9570e1f824-00869ac8
1,98,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb6b7
1,98,86fab957-a5da-4c31-998a-3e9570e1f824-00869acd
1,100,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7
1,104,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7
1,105,86fab957-a5da-4c31-998a-3e9570e1f824-00869b34
1,105,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb6b7
2,98,5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49748
2,98,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce8
2,98,7d3ab8da-74de-4923-9662-45539ae23677-00898071
2,98,7333f7f5-ac0a-4037-acfa-ca9607b5a2d8-00c166b8
2,98,7d3ab8da-74de-4923-9662-45539ae23677-00898070
2,98,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb3e7
2,98,7d3ab8da-74de-4923-9662-45539ae23677-00898059
2,98,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb505
2,98,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7
2,105,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9
3,4,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b9
3,4,0d762c81-5694-435e-845a-a9423fc627a6-013a18a8
3,4,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6
3,100,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7
3,104,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7
3,104,21827dcf-85c2-4076-8eba-22439aeca401-0094c372
3,104,21827dcf-85c2-4076-8eba-22439aeca401-0094c33b
3,104,0d762c81-5694-435e-845a-a9423fc627a6-013a18a6
5,7,b3de63ca-75b0-4d08-9791-9cc350d33f11-00ce9282
5,8,b3de63ca-75b0-4d08-9791-9cc350d33f11-00ce9282
5,98,c0d93a96-d0f5-47d0-9144-b3824f588aa2-00c1687e
5,98,9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b79a0
5,98,775a8367-8cb6-431f-8b71-08852f24c19b-0065f893
5,98,97605071-16b1-40c8-b54d-fca293370597-00853ee8
5,98,97605071-16b1-40c8-b54d-fca293370597-00853eff
5,98,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb7fb
5,98,775a8367-8cb6-431f-8b71-08852f24c19b-0065f8d7
5,98,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb868
5,98,efea2027-0d83-412c-9036-f98c04815d52-006d6aa1
5,100,775a8367-8cb6-431f-8b71-08852f24c19b-0065f892
6,9,775a8367-8cb6-431f-8b71-08852f24c19b-0065fa3b
6,98,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb2fe
6,98,299c2bbc-688f-4c55-8c2a-5925e8e85433-0095eedd
6,98,c0d93a96-d0f5-47d0-9144-b3824f588aa2-00c167cf
6,98,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb216
6,98,775a8367-8cb6-431f-8b71-08852f24c19b-0065fa9b
6,98,775a8367-8cb6-431f-8b71-08852f24c19b-0065fa3f
6,98,40b176e2-0da0-49d9-9f8d-02197f7ea8c7-00ca0f3b
6,98,299c2bbc-688f-4c55-8c2a-5925e8e85433-0095ee7a
6,98,299c2bbc-688f-4c55-8c2a-5925e8e85433-0095ee94
6,98,299c2bbc-688f-4c55-8c2a-5925e8e85433-0095eef4
6,98,299c2bbc-688f-4c55-8c2a-5925e8e85433-0095ee6a
6,98,299c2bbc-688f-4c55-8c2a-5925e8e85433-0095ee9a
7,8,b3de63ca-75b0-4d08-9791-9cc350d33f11-00ce9282
7,8,775a8367-8cb6-431f-8b71-08852f24c19b-0065f88f
7,97,dcd15c5b-e942-469f-bbaa-8b1e33974049-008805b9
7,97,dcd15c5b-e942-469f-bbaa-8b1e33974049-0088053d
7,97,9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7999
7,100,9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7abb
8,101,775a8367-8cb6-431f-8b71-08852f24c19b-0065f9c3
8,101,2a968e9b-5467-45ab-a726-a3a8baf9ebeb-01665613
9,29,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
9,98,f5eaaf48-0d76-40d0-bb57-7615fcc31adf-011b8cd2
10,79,775a8367-8cb6-431f-8b71-08852f24c19b-0065fd9e
10,98,47a47ca7-5014-47e7-8ce5-e99e647aa45d-01785df6
14,99,bf646c8c-df76-4866-b6ad-30e8362c0413-0098dfd9
15,16,abf60959-cf54-4009-8df7-5401cac6ca07-013fd354
15,17,abf60959-cf54-4009-8df7-5401cac6ca07-013fd354
16,17,abf60959-cf54-4009-8df7-5401cac6ca07-013fd354
18,19,775a8367-8cb6-431f-8b71-08852f24c19b-0065f7c4
18,21,775a8367-8cb6-431f-8b71-08852f24c19b-0065f7c4
18,24,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
18,24,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c6
18,25,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
18,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
18,99,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
19,21,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
19,21,775a8367-8cb6-431f-8b71-08852f24c19b-0065f7c4
19,23,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
19,23,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c9
19,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
19,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
19,55,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
20,65,d4bc17b6-4013-4469-bf1c-c11a6e2ac16b-0086ad0e
20,102,205700e4-72ea-4f03-93c0-54c74f78910e-01681659
20,102,d4bc17b6-4013-4469-bf1c-c11a6e2ac16b-0086ad0c
20,102,205700e4-72ea-4f03-93c0-54c74f78910e-01681658
21,23,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
21,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
21,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
21,55,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
21,99,775a8367-8cb6-431f-8b71-08852f24c19b-0065f694
21,102,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6b0
22,41,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,42,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,43,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,44,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,45,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,47,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,48,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,49,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071205d
22,49,340d6697-1f5e-4a42-90ed-c9c46db3a82b-00adcb78
22,49,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712052
22,49,bfe3bfa8-ab16-426f-8764-237687edc34e-00b11eb1
22,50,1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b56f3
22,50,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071204d
22,50,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071204e
22,52,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c5352
22,52,b374448f-3db3-4a21-89d8-b543916b1e56-00d07e6f
22,53,84a3b579-dda2-454b-b50f-f833f2b36d05-00ad5a3b
22,53,b5254484-d9cc-495d-872f-aca91c7f3a02-013fc378
22,53,56141f12-c14f-42f9-b031-0ab909d1de9d-008f8cbf
22,54,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c5352
22,54,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c534b
22,55,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,78,81a61665-fcec-41ec-b1fb-5b1d2a5ceee1-015d311a
22,81,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,83,645f9766-9e23-4592-b2da-317391c7c52b-00cf86c8
22,83,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712414
22,88,53580220-5f96-49f1-a2bf-3c5541811506-008f0ff6
22,95,1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b56f3
22,95,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071204d
22,96,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
22,98,9a61cb41-29fd-46ce-bf24-ad4c8b416263-014c3a61
22,100,45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6
23,24,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c5
23,24,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
23,25,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c5
23,25,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
23,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
23,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c5
23,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
23,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
23,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
23,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
23,55,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
24,25,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c5
24,25,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
24,25,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
24,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c5
24,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
24,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
24,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
24,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
24,99,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
25,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c4
25,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c5
25,26,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
25,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c4
25,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
25,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c4
25,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
25,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
25,99,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2
26,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c4
26,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
26,37,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
26,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c4
26,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c3
26,55,775a8367-8cb6-431f-8b71-08852f24c19b-0065f690
27,28,98f5ec58-089a-4a6a-8309-130b90b1a67a-00fb4e3e
27,55,775a8367-8cb6-431f-8b71-08852f24c19b-0065f696
27,80,98f5ec58-089a-4a6a-8309-130b90b1a67a-00fb4e3e
28,66,e03a215d-9550-48c7-a4b1-84950f773570-0086c46b
28,80,98f5ec58-089a-4a6a-8309-130b90b1a67a-00fb4e3e
28,99,52e3d7de-bdc9-449f-a034-451f2768e26b-01621d36
28,99,e03a215d-9550-48c7-a4b1-84950f773570-0086c46b
29,98,d6529672-62ca-4b81-a1fa-0d961a35c7af-010381ec
29,98,9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b8c0c
30,90,bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537
30,98,775a8367-8cb6-431f-8b71-08852f24c19b-0065f898
30,103,bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537
30,103,775a8367-8cb6-431f-8b71-08852f24c19b-0065f898
31,98,9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b8477
31,98,e5e8500f-62e1-42cd-b82f-6013be625bf7-00af895a
32,33,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
32,33,ba831953-ab96-4132-a9be-093afd6c2829-006d2ded
32,35,ba831953-ab96-4132-a9be-093afd6c2829-006d2df4
32,35,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
32,36,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
32,38,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
32,39,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
32,40,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
32,66,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
32,99,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
33,34,ba831953-ab96-4132-a9be-093afd6c2829-006d2dec
33,34,ba831953-ab96-4132-a9be-093afd6c2829-006d2dee
33,35,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
33,36,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
33,38,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
33,39,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
33,40,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
33,66,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
33,99,ba831953-ab96-4132-a9be-093afd6c2829-006d2dec
33,99,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
34,99,ba831953-ab96-4132-a9be-093afd6c2829-006d2dec
35,36,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
35,38,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
35,39,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
35,40,ba831953-ab96-4132-a9be-093afd6c2829-006d2df7
35,40,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
35,66,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
35,99,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
36,38,ba831953-ab96-4132-a9be-093afd6c2829-006d2deb
36,38,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
36,39,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
36,40,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
36,66,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
36,66,ba831953-ab96-4132-a9be-093afd6c2829-006d2def
36,99,ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc
37,46,775a8367-8cb6-431f-8b71-08852f24c19b-0065f7c5
