roomnames,daylightfactor,standardeffectivetemperature,predictedmeanvote,generalcomfort,thermalstatusdryhumid,Level
HP4140U,0.001508,30.234997,0.106985,0.119977,0.029566,4
HP4140M,3.625178,30.234997,0.106985,0.119977,0.029566,4
HP4140G,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120E,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120F,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120G,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120J,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120T,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120M,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120H,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4120D,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4010A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4010,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4012,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4013,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4015,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4015,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4011,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4110U,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4121A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4121B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4110A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4121C,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4154C,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4134A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4134B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C41A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4110G,0.0,30.305006,0.13331,0.119521,0.035731,4
HP4110H,2.720535,30.305286,0.1334,0.119521,0.035731,4
HP4110J,2.703456,30.305682,0.133527,0.119521,0.035731,4
HP4110K,0.0,30.303792,0.132905,0.119406,0.035616,4
HP4110M,0.0,30.309636,0.134723,0.119635,0.035616,4
HP4110N,0.0,30.309636,0.134723,0.119635,0.035616,4
HP4110P,2.633249,30.309636,0.134723,0.119635,0.035616,4
HP4110D,3.387749,30.303067,0.132653,0.119521,0.035502,4
HP4110Q,2.632457,30.309636,0.134723,0.119635,0.035616,4
HP4110C,0.001257,30.303067,0.132653,0.119521,0.035502,4
HP4120P,2.875284,30.303067,0.132653,0.119521,0.035502,4
HP4110R,0.001137,30.309636,0.134723,0.119635,0.035616,4
HP4110S,0.0,30.309636,0.134723,0.119635,0.035616,4
HP4110T,0.0,30.306209,0.133692,0.119521,0.035731,4
HP4110L,0.0,30.4018,0.1699,0.118721,0.042922,4
HP4110E,3.397535,30.303067,0.132653,0.119521,0.035502,4
HP4140FF,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4140EE,3.317406,30.234997,0.106985,0.119977,0.029566,4
HP4140DD,3.319988,30.234997,0.106985,0.119977,0.029566,4
HP4140GG,3.293774,30.234997,0.106985,0.119977,0.029566,4
HP4120K,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4140HH,3.109161,30.234997,0.106985,0.119977,0.029566,4
HP4140CC,3.270774,30.234997,0.106985,0.119977,0.029566,4
HP4154D,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C40AA,0.0,30.234997,0.106985,0.119977,0.029566,4
1942,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-ST-403,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C40A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4003,0.0,30.237161,0.107725,0.119749,0.029795,4
HP4005,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C41C,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4130,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C41E,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4100,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4017,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4101C,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4101B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4101D,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4101A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4101,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C40BB,0.0,30.234997,0.106985,0.119977,0.029566,4
HP3302D,0.0,30.234997,0.106985,0.119977,0.029566,4
HP3302E,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4308A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4304A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP3302I,9.6e-05,30.234997,0.106985,0.119977,0.029566,4
HP3302J,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4310A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4209,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4014,0.0,30.234997,0.106985,0.119977,0.029566,4
HP5221,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4002,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-ST-404,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C40B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C41F,0.0,30.234997,0.106985,0.119977,0.029566,4
HP5226,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C41D,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-C41B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4100B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4016,0.0,30.234997,0.106985,0.119977,0.029566,4
HP-EL-1,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4110Z,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4110B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4005,0.0,30.675097,0.279287,0.119863,0.067808,4
HP4110UA,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4312A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4306A,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4154B,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4130D,0.0,30.234997,0.106985,0.119977,0.029566,4
HP4130E,0.0,30.234997,0.106985,0.119977,0.029566,4
HP5205,0.636206,28.274979,-1.061188,0.085388,-0.16758,5
HP5312,1.825736,28.157577,-1.164895,0.086187,-0.179566,5
HP5209,2.185838,28.157577,-1.164895,0.086187,-0.179566,5
HP5209A,3.31651,28.506602,-0.871849,0.088128,-0.142694,5
HP5202,0.0,29.450333,-0.262603,0.101712,-0.044406,5
HP5306,1.263734,29.178967,-0.415615,0.096233,-0.07089,5
HP5206,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5208,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5304,1.215372,30.234997,0.106985,0.119977,0.029566,5
HP5302,2.033735,30.282798,0.124814,0.119292,0.033219,5
HP5159D,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5161E,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5159F,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120P,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5159G,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5159H,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5159J,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120BB,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120C,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5100A,0.0,30.370517,0.158417,0.118721,0.040639,5
HP5120A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP-C50A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120E,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120Z,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120X,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120G,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5130B,4.835509,30.303067,0.132653,0.119521,0.035502,5
HP5130A,6.939017,30.626965,0.258474,0.120205,0.062671,5
HP-ST-501,0.652785,30.367582,0.157289,0.118721,0.040411,5
HP-EL-2,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5019,0.0,30.234997,0.106985,0.119977,0.029566,5
HP-ST-502,0.550277,30.303067,0.132653,0.119521,0.035502,5
HP5120Y,3.300837,30.234997,0.106985,0.119977,0.029566,5
HP5120AA,3.442496,30.234997,0.106985,0.119977,0.029566,5
HP5120CC,3.477784,30.234997,0.106985,0.119977,0.029566,5
HP5120W,3.329608,30.234997,0.106985,0.119977,0.029566,5
HP5120R,3.307902,30.234997,0.106985,0.119977,0.029566,5
HP5120J,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120S,3.331604,30.234997,0.106985,0.119977,0.029566,5
HP5120T,3.293753,30.234997,0.106985,0.119977,0.029566,5
HP5120U,3.307167,30.234997,0.106985,0.119977,0.029566,5
HP5120B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120F,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120H,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120K,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120L,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120V,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120M,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120D,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5010,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5012,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5110B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5011,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5015,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5013,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5130C,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5162C,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5142B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5110G,3.102597,30.305006,0.13331,0.119521,0.035731,5
HP5110H,3.105686,30.305286,0.1334,0.119521,0.035731,5
HP5110J,3.126112,30.305682,0.133527,0.119521,0.035731,5
HP5110K,3.059453,30.303792,0.132905,0.119406,0.035616,5
HP5110M,3.035848,30.309636,0.134723,0.119635,0.035616,5
HP5110N,2.978595,30.309636,0.134723,0.119635,0.035616,5
HP5110P,2.951626,30.309636,0.134723,0.119635,0.035616,5
HP5110D,3.413672,30.303067,0.132653,0.119521,0.035502,5
HP5110Q,2.980511,30.309636,0.134723,0.119635,0.035616,5
HP5110C,3.436425,30.303067,0.132653,0.119521,0.035502,5
HP5120Q,2.875518,30.234997,0.106985,0.119977,0.029566,5
HP5110R,2.983068,30.309636,0.134723,0.119635,0.035616,5
HP5110S,2.977607,30.309636,0.134723,0.119635,0.035616,5
HP5110T,2.505996,30.306209,0.133692,0.119521,0.035731,5
HP5110L,0.0,30.4018,0.1699,0.118721,0.042922,5
HP5110E,3.382182,30.303067,0.132653,0.119521,0.035502,5
HP5110Z,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5162D,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5159A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5159B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5159C,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5110F,4.400099,30.346896,0.14825,0.12032,0.039041,5
HP-ST-503,0.0,30.234997,0.106985,0.119977,0.029566,5
1933,0.0,30.234997,0.106985,0.119977,0.029566,5
HP-C51A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5003,0.000836,30.235171,0.107047,0.119863,0.02968,5
HP5130,2.49784,30.348103,0.149818,0.118836,0.038699,5
HP5100,0.0,30.234997,0.106985,0.119977,0.029566,5
1972,0.0,30.234997,0.106985,0.119977,0.029566,5
HP-ST-504,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5017,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5101A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5101B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5101C,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5101D,0.0,30.234997,0.106985,0.119977,0.029566,5
HP4302B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP4302C,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5310B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5110U,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5101,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5010A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5121A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5121B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5110A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5121C,0.0,30.234997,0.106985,0.119977,0.029566,5
HP2302O,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5120N,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5019,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5228,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5002,0.0,30.234997,0.106985,0.119977,0.029566,5
HP-C51B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP-C50B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5233,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5100B,0.0,30.234997,0.106985,0.119977,0.029566,5
HP-EL-1,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5020,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5005,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5005,0.0,30.947768,0.393176,0.123973,0.094521,5
HP5110UA,0.0,30.234997,0.106985,0.119977,0.029566,5
HP4154E,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5010A,0.0,30.234997,0.106985,0.119977,0.029566,5
HP5207,0.0,30.234997,0.106985,0.119977,0.029566,5
HP6344,0.0,28.274979,-1.061188,0.085388,-0.16758,6
HP6351,0.0,28.157577,-1.164895,0.086187,-0.179566,6
HP6353,0.0,28.157577,-1.164895,0.086187,-0.179566,6
HP6355,0.0,28.506602,-0.871849,0.088128,-0.142694,6
HP6362,0.0,29.450333,-0.262603,0.101712,-0.044406,6
HP6357,0.0,29.178967,-0.415615,0.096233,-0.07089,6
HP6359,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6363,3.064701,30.325729,0.141265,0.119064,0.0371,6
HP6360,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6358,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6356,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6206,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6204,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6340,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100P,3.005595,30.308801,0.134453,0.119521,0.035502,6
HP6367,4.710871,30.692801,0.288774,0.116324,0.070205,6
HP6210,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6212,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6202A,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6202,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6308,4.031658,30.234997,0.106985,0.119977,0.029566,6
HP6323,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6322,0.969827,30.234997,0.106985,0.119977,0.029566,6
HP6324,1.765739,30.234997,0.106985,0.119977,0.029566,6
HP6314,2.822081,30.23532,0.107088,0.119977,0.029566,6
HP6316,1.754161,30.234997,0.106985,0.119977,0.029566,6
HP6325,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6304,2.16234,30.236082,0.107312,0.119977,0.029566,6
HP6208,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6214,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6332,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100M,3.023726,30.308657,0.13441,0.119521,0.035502,6
HP6100G,2.217248,30.258678,0.115821,0.119178,0.031507,6
HP6100J,2.873841,30.281171,0.124338,0.119178,0.033333,6
HP6100H,2.883491,30.281171,0.124338,0.119178,0.033333,6
HP6100N,3.0082,30.308801,0.134453,0.119521,0.035502,6
HP6100V,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100S,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100R,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100K,3.269893,30.308865,0.134472,0.119521,0.035502,6
HP6100E,2.578074,30.325619,0.14123,0.119064,0.0371,6
HP6306,2.775065,30.309794,0.134978,0.12032,0.036986,6
HP6318,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6312,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6326,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6320,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6302,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6019,0.0,30.234997,0.106985,0.119977,0.029566,6
HP-EL-2,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6307,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6307A,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6305,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6329,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6354,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6352,0.0,30.235223,0.107076,0.119977,0.029566,6
HP6346,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6310,3.56858,30.234997,0.106985,0.119977,0.029566,6
HP-C63D,1.488107,30.234997,0.106985,0.119977,0.029566,6
HP6369,2.590176,30.303146,0.132678,0.119521,0.035502,6
HP-C63B,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6123,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6125,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6127,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100T,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6011,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6015,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6017,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6013,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6130B,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100L,6.297424,30.48758,0.202474,0.11758,0.05137,6
HP6100Q,2.986666,30.308801,0.134453,0.119521,0.035502,6
HP6131,0.0,30.234997,0.106985,0.119977,0.029566,6
1874,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6010,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6012,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100W,0.0,30.234997,0.106985,0.119977,0.029566,6
1934,0.0,30.234997,0.106985,0.119977,0.029566,6
HP-ST-601,1.546158,30.234997,0.106985,0.119977,0.029566,6
1938,0.0,30.234997,0.106985,0.119977,0.029566,6
HP-ST-603,0.0,30.234997,0.106985,0.119977,0.029566,6
HP-C60A,9.7887e-07,30.234997,0.106985,0.119977,0.029566,6
HP6209,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6315,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100,0.0,30.234997,0.106985,0.119977,0.029566,6
HP-ST-604,3.5643e-08,30.234997,0.106985,0.119977,0.029566,6
HP-ST-602,1.149734,30.303067,0.132653,0.119521,0.035502,6
HP-C63A,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6300,3.386208,30.234997,0.106985,0.119977,0.029566,6
HP6342,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6301,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6303,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6344A,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6348,0.0,30.325619,0.14123,0.119064,0.0371,6
HP6100U,0.0,30.234997,0.106985,0.119977,0.029566,6
HP2302U,0.0,30.234997,0.106985,0.119977,0.029566,6
HP5234,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6001,0.104546,30.234997,0.106985,0.119977,0.029566,6
HP6002,0.000126,30.234997,0.106985,0.119977,0.029566,6
HP-C60B,1.960154,30.234997,0.106985,0.119977,0.029566,6
HP-C61A,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6365,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100A,4.050306,30.234997,0.106985,0.119977,0.029566,6
HP6100B,8.105639,30.370517,0.158417,0.118721,0.040639,6
HP6100C,3.181174,30.325619,0.14123,0.119064,0.0371,6
HP-C61B,0.114085,30.234997,0.106985,0.119977,0.029566,6
HP6100X,0.0,30.370517,0.158417,0.118721,0.040639,6
HP6100Y,9.644e-07,30.234997,0.106985,0.119977,0.029566,6
HP5252,0.0,30.234997,0.106985,0.119977,0.029566,6
HP-EL-1,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6330,0.999394,30.234997,0.106985,0.119977,0.029566,6
HP6201,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6100D,0.0,30.234997,0.106985,0.119977,0.029566,6
HP6010A,0.0,30.234997,0.106985,0.119977,0.029566,6
HP-C60C,1.2052e-06,30.234997,0.106985,0.119977,0.029566,6
